"party","C"
"skattebetalarnas","1.0"
"kraftöverföringar","1.0"
"köpt","1.0"
"ockerhyror","1.0"
"sysselsättning","2.0"
"besparingen","2.0"
"dramatiskt","1.0"
"århundranden","1.0"
"verk","1.0"
"in","33.0"
"implementeras","1.0"
"sätt","67.0"
"hantera","13.0"
"köpa","2.0"
"fru","58.0"
"kraftnät","12.0"
"avhåller","1.0"
"hultqvist","1.0"
"inriktningen","2.0"
"fullgoda","1.0"
"is","1.0"
"it","1.0"
"familjeförhållanden","1.0"
"stadsperspektivet","1.0"
"enmyndigheter","1.0"
"förts","1.0"
"logiskt","1.0"
"läser","4.0"
"svaga","1.0"
"gynnsam","2.0"
"skapade","1.0"
"ja","13.0"
"sjöfarten","1.0"
"extraval","1.0"
"bryssel","3.0"
"legitimitet","1.0"
"förminska","1.0"
"få","100.0"
"skylta","2.0"
"bostadsmarknadens","1.0"
"boverket","6.0"
"trygg","4.0"
"jo","3.0"
"uppenbart","3.0"
"tendens","2.0"
"déjà","2.0"
"ju","32.0"
"effektiva","1.0"
"sitta","1.0"
"årens","1.0"
"värdefullt","5.0"
"förut","2.0"
"inlandskommuner","1.0"
"slippa","1.0"
"efterlyst","2.0"
"diskrimineringsombudsmannen","1.0"
"tittar","8.0"
"placering","1.0"
"tittat","1.0"
"mobiltäckning","2.0"
"effektivt","1.0"
"visste","1.0"
"gå","21.0"
"smakar","1.0"
"exportprodukt","1.0"
"finland","6.0"
"jämföra","1.0"
"landsbygdsministerns","2.0"
"vetenskaplig","1.0"
"ambassadören;","1.0"
"uppfattningen","6.0"
"förhoppning","5.0"
"arbetet?","1.0"
"eu-rådgivare","1.0"
"nobel","2.0"
"arrendera","1.0"
"människornas","1.0"
"veta","12.0"
"fånggrödor","1.0"
"löfte","2.0"
"köra","2.0"
"dras","2.0"
"tillämpning","3.0"
"instruktionerna","1.0"
"kostnadschock","1.0"
"expandera","1.0"
"vattenfall","6.0"
"miljöpolitiskt","1.0"
"skydda","2.0"
"företagskunder","2.0"
"nivå.","1.0"
"sysselsatta","1.0"
"hä","1.0"
"urbaniseringen","6.0"
"greppa","1.0"
"entreprenörskapet","1.0"
"glädja","1.0"
"nedåtgående","1.0"
"stenmark","1.0"
"arbetsmarknadens","1.0"
"avser","8.0"
"utrikesutskott","1.0"
"sänker","2.0"
"gäller","99.0"
"vårt","25.0"
"rimligen","1.0"
"förstå","2.0"
"täckningen","3.0"
"medarbetare","1.0"
"fritt","2.0"
"drev","2.0"
"bergverk","1.0"
"kraftverk","1.0"
"ambassadören","5.0"
"morgan","6.0"
"utgångspunkten","5.0"
"vård","7.0"
"regelförändring","1.0"
"återigen:","2.0"
"åstadkomma","5.0"
"motsättningar","1.0"
"meter","9.0"
"framhålla","1.0"
"våra","32.0"
"remissammanställningen","1.0"
"beprövad","3.0"
"hundverksamhetens","1.0"
"skogsbränsle","1.0"
"nationella","5.0"
"ni","34.0"
"nivån","3.0"
"reportage","1.0"
"slakten","1.0"
"elva","1.0"
"skada","2.0"
"datum","1.0"
"sådan","12.0"
"krävs","10.0"
"förbud","3.0"
"uppdraget","3.0"
"nu","134.0"
"reagerade","1.0"
"enligt","19.0"
"landa","6.0"
"ny","17.0"
"skrev","3.0"
"robertsfors","3.0"
"överklagan","1.0"
"dialog","14.0"
"näringsdepartementet","2.0"
"proposition","2.0"
"antal","21.0"
"ideologi","1.0"
"övrigt","2.0"
"arbetsförmedlingar","1.0"
"byggstart","2.0"
"omlokaliseras","1.0"
"resonera","1.0"
"om","498.0"
"kunde","13.0"
"gränser","4.0"
"svar","91.0"
"deltävlingarna","1.0"
"industriproduktion","1.0"
"saknar","2.0"
"starka","7.0"
"saknas","3.0"
"utbildning","6.0"
"örebro","8.0"
"politisk","3.0"
"tillgängligt","1.0"
"ditt","1.0"
"utgångspunkter","3.0"
"slutreplik","1.0"
"hushålla","1.0"
"övriga","3.0"
"uppfattningar","3.0"
"godstransporter","2.0"
"oorganiserade","1.0"
"turistnäringen","2.0"
"starkt","10.0"
"bromma","3.0"
"trivas","1.0"
"licensjaktens","1.0"
"städerna","8.0"
"samtalet","2.0"
"fordonsflottan","1.0"
"tillgängliga","5.0"
"samtalen","1.0"
"problematik","4.0"
"marknaden","7.0"
"förväntas","2.0"
"minst","12.0"
"vägar","5.0"
"börja","16.0"
"augusti","2.0"
"vägas","1.0"
"detta.","1.0"
"nation","2.0"
"tillräckligt","3.0"
"dags","4.0"
"intrycket","2.0"
"beslutsunderlag","1.0"
"förväntan","2.0"
"revisionskonsulterna","1.0"
"strategin","1.0"
"förväntar","1.0"
"börje","5.0"
"detta:","1.0"
"begreppet","1.0"
"besparing","1.0"
"enkelt","11.0"
"detta?","1.0"
"vårdcentraler","3.0"
"må","1.0"
"särskilda","3.0"
"uppdelat","1.0"
"om:","1.0"
"bör","5.0"
"likvärdighet","1.0"
"om?","1.0"
"rummen","1.0"
"högspänd","1.0"
"arbetsförmedlingen","21.0"
"bolagen","1.0"
"använder","6.0"
"betydelsen","1.0"
"företagare","2.0"
"remissinstanserna","2.0"
"frustration","1.0"
"stoppboll","1.0"
"tanke","8.0"
"jättestarkt","1.0"
"motiveringar","1.0"
"viktig","26.0"
"interpellanten","3.0"
"ministerposter","1.0"
"exakt","6.0"
"försvaret","6.0"
"uttåg","1.0"
"satsa","3.0"
"nå","5.0"
"bolaget","1.0"
"skattekraften","1.0"
"myggbekämpning","1.0"
"miljöprövning","1.0"
"omsorgssektorn","1.0"
"miljoner","22.0"
"uppsagda","1.0"
"nyproduktionskostnaden","1.0"
"ålder","1.0"
"flertalet","1.0"
"avklarad","1.0"
"sa","14.0"
"vikten","5.0"
"byggbranschen","6.0"
"sd","4.0"
"se","62.0"
"blev","13.0"
"satte","2.0"
"förändringsarbete","3.0"
"tyckas","1.0"
"regeringskretsen","1.0"
"användas","5.0"
"historiskt","1.0"
"vikter","1.0"
"modernare","1.0"
"prioritet","2.0"
"penndrag","1.0"
"rösta","1.0"
"jordbruksstöd","2.0"
"övningsverksamhet","1.0"
"alltså:","1.0"
"hålla","9.0"
"spänning","3.0"
"noga","3.0"
"ta","66.0"
"representant","2.0"
"ända","1.0"
"första","22.0"
"kunnig","1.0"
"arbetsförmedlingskontor","1.0"
"djurvälfärd","2.0"
"på","656.0"
"ansvarig","3.0"
"340 000","1.0"
"vidgas","1.0"
"åtgärdsplan","1.0"
"avgifter","2.0"
"somras","4.0"
"överens","26.0"
"spenderar","1.0"
"växande","6.0"
"uppåt","1.0"
"norra","11.0"
"värsta","2.0"
"cirka","1.0"
"årets","1.0"
"tillgängligheten","5.0"
"sektorns","1.0"
"verkade","1.0"
"sista","4.0"
"landsbygdens","7.0"
"utsetts","1.0"
"organisationer","1.0"
"jämtland","6.0"
"skillnad","6.0"
"bördor","1.0"
"organisationen","1.0"
"permitteringar","1.0"
"verksamhetsförändringar","1.0"
"nyttja","2.0"
"regleringen","1.0"
"klarhet","1.0"
"underskattar","1.0"
"tillåta","4.0"
"ur","12.0"
"ut","68.0"
"hamna","3.0"
"minskar","9.0"
"avsatta","2.0"
"timme","1.0"
"minskas","1.0"
"eskil","3.0"
"minskat","2.0"
"bredbandsstrategin","1.0"
"onsalahalvön","1.0"
"naturvårdsverkets","3.0"
"örebro?","1.0"
"regeringskollega","1.0"
"länsorganisationer","1.0"
"snabb","2.0"
"bostaden","1.0"
"fysiskt","1.0"
"traditionen","1.0"
"vi","515.0"
"hemma-hos-lösningar","1.0"
"försämrade","2.0"
"verkställas","1.0"
"minskad","1.0"
"bortser","1.0"
"utrikesministerns","2.0"
"region","4.0"
"förhåller","1.0"
"nedre","3.0"
"dyrare:","1.0"
"vu","2.0"
"otroligt","4.0"
"bygglag","2.0"
"avtal","1.0"
"effektivisera","3.0"
"högt","5.0"
"debattartikeln","1.0"
"resulterar","1.0"
"drog","1.0"
"debattforum","1.0"
"resulterat","2.0"
"tycka","1.0"
"<em>absolut</em>","1.0"
"rättigheter","4.0"
"så","155.0"
"problematisk","1.0"
"sjukvården","1.0"
"blir","48.0"
"funnits","9.0"
"förespråkats","1.0"
"avtar","1.0"
"ord","4.0"
"hållet?","1.0"
"ändå","28.0"
"valrörelsen","1.0"
"telefonlicenser","1.0"
"lindesbergs","1.0"
"närbesläktade","1.0"
"förbi","2.0"
"hygglig","1.0"
"huvudanledning","1.0"
"begränsningar","1.0"
"investera","5.0"
"traditionellt","1.0"
"verklighet","2.0"
"uppräkning","1.0"
"artrika","1.0"
"oro","8.0"
"anmärkningsvärt","2.0"
"förordning","3.0"
"ort","2.0"
"ansvarslöst","3.0"
"åkrar","1.0"
"lovade","1.0"
"försvårar","1.0"
"politiker","2.0"
"året?","1.0"
"damm","1.0"
"försvåras","3.0"
"politiken","4.0"
"kristinehamn","1.0"
"människan","2.0"
"startar","1.0"
"oro:","1.0"
"verkställs","1.0"
"tyckt","2.0"
"bostadsplaneringskommitté","1.0"
"startat","1.0"
"startas","1.0"
"industrispår","1.0"
"polluter","1.0"
"regeringsskifte","3.0"
"hela","46.0"
"nyproduktionen","2.0"
"strandnära","5.0"
"lastbilar","8.0"
"näringsbelastningen","3.0"
"avsikter","2.0"
"sågs","1.0"
"april","1.0"
"oss","38.0"
"angripit","1.0"
"magen","1.0"
"ockupation","1.0"
"problem","20.0"
"lamm?","1.0"
"gummor","1.0"
"kommunerna","14.0"
"gis-kartor","1.0"
"tillfällen","3.0"
"erbjuds","1.0"
"drevs","1.0"
"vackra","2.0"
"skyldigheter","1.0"
"dominerande","3.0"
"bostadsförsörjningsansvaret","1.0"
"farligaste","1.0"
"erbjuda","3.0"
"hastighet","1.0"
"landshövdingen","2.0"
"snedvrids","1.0"
"rättas","1.0"
"utreda","3.0"
"budgetpropositionen","1.0"
"utökades","1.0"
"noll","2.0"
"avsikten","2.0"
"officiella","1.0"
"rimligtvis","1.0"
"alliansregeringens","2.0"
"generaldirektören","4.0"
"förnekandet","1.0"
"ledningsdragningar","1.0"
"ännu","9.0"
"betonade","1.0"
"tvåstatslösning","1.0"
"utan","75.0"
"drabbade","3.0"
"beviljar","1.0"
"samhällsnyttor","1.0"
"företagandet","1.0"
"storstäderna","2.0"
"besöka","2.0"
"politiskt","2.0"
"försäljningsvolym","1.0"
"utgångspunkt","5.0"
"stadsutvecklingsminister","2.0"
"framtagande","1.0"
"adsl-lösning","1.0"
"politiska","12.0"
"stänga","3.0"
"besökt","1.0"
"söka","4.0"
"kontraproduktivt","1.0"
"säsongen","1.0"
"ges","2.0"
"höghastighetsbredband","1.0"
"ger","22.0"
"storstadsregioner","1.0"
"konsekvenserna","3.0"
"energimarknadsinspektionen","1.0"
"rättvisefråga","1.0"
"höjs","1.0"
"avlivade","1.0"
"kunnat","13.0"
"angelägen","2.0"
"aktiebolag","1.0"
"faktum","6.0"
"spekulanter","1.0"
"ihop","9.0"
"framöver?","1.0"
"behövs","11.0"
"grannar","4.0"
"kryphålet","1.0"
"helt","31.0"
"folkhälsosjukdomar","1.0"
"angeläget","9.0"
"massiva","1.0"
"höja","1.0"
"förtydliga","2.0"
"höjd","4.0"
"bostadsplaneringskommittén","2.0"
"revir","6.0"
"startade","1.0"
"ärlig","2.0"
"tjänster","1.0"
"speciellt","4.0"
"träffat","2.0"
"behöva","10.0"
"upphävde","2.0"
"tät","1.0"
"tillstymmelse","1.0"
"däremot","13.0"
"skadliga","3.0"
"vägen","1.0"
"självklar","1.0"
"sveriges","13.0"
"kryphålen","1.0"
"håll","8.0"
"rätten","2.0"
"tyst","2.0"
"sanningen","1.0"
"kritiserar","3.0"
"indignation","1.0"
"likt","1.0"
"folkrättslig","1.0"
"speciella","2.0"
"tåg","3.0"
"kritiserat","1.0"
"riskkapitalbolag","1.0"
"tål","1.0"
"brist","2.0"
"lika","11.0"
"mesta","3.0"
"almedalen","2.0"
"sent","3.0"
"lantbrukets","4.0"
"kontrollanternas","1.0"
"sänkts","1.0"
"blypigment","5.0"
"tredjedel","3.0"
"skaffa","2.0"
"sakfråga","1.0"
"trafikverket","6.0"
"johansson?","1.0"
"höll","1.0"
"lastbilen","1.0"
"60-talet","1.0"
"energieffektiviseras","1.0"
"avstå","2.0"
"miljöpåverkan","2.0"
"sänkte","3.0"
"rulla","2.0"
"djurskyddskontrollerna","1.0"
"svårligen","1.0"
"saknats","5.0"
"explosionsartat","1.0"
"vägnätet","8.0"
"gummihjul","1.0"
"sänkta","1.0"
"2 000","3.0"
"inträffa","1.0"
"herr","95.0"
"faktor","1.0"
"tycker","48.0"
"ungdomars","1.0"
"utredningen","9.0"
"delgivningsbeslut","1.0"
"framtidskommissionen","1.0"
"lokala","18.0"
"växer","3.0"
"miljöbalken","2.0"
"affärsverkets","1.0"
"energisektorn","1.0"
"trafik","2.0"
"kör","1.0"
"byråkratiska","1.0"
"utökade","4.0"
"1860-talet","1.0"
"bryskt","1.0"
"besöksmålen","1.0"
"utövas","1.0"
"samhällsproblem","2.0"
"alliansregeringen:","1.0"
"kapacitetstak","2.0"
"förvänta","3.0"
"johanssons","1.0"
"möjlighet","36.0"
"norr","3.0"
"landvetters","1.0"
"djurlagstiftning","1.0"
"(forts","1.0"
"intressantaste","1.0"
"pengarna","8.0"
"skogforsk","1.0"
"perioden","2.0"
"york","1.0"
"lokalt","5.0"
"vattenkraftsägarna","3.0"
"moderna","2.0"
"teknik","3.0"
"bodrömmar","1.0"
"mönstret","2.0"
"fåtal","1.0"
"utgå","1.0"
"myndighet","1.0"
"obligatorisk","1.0"
"dess?","1.0"
"höra","14.0"
"jobbat","3.0"
"emma","1.0"
"modernt","4.0"
"kostnadschocken","1.0"
"<em>värmlandsnytt</em>","1.0"
"arbetsmarknadsutskottet","1.0"
"utsläpp","4.0"
"siffror","2.0"
"rättssäkert","2.0"
"riskera","3.0"
"jobbar","3.0"
"dagen","2.0"
"regelförenklingar","10.0"
"helhetsbudget","1.0"
"verkställigheten","1.0"
"industrivaror","1.0"
"nedbrytningstid","1.0"
"kallar","1.0"
"kallat","1.0"
"påverkan.","1.0"
"fungera","6.0"
"överallt","1.0"
"genväg","1.0"
"andrahandsbostäder","1.0"
"koppling","2.0"
"bekämpningen","2.0"
"utövare","3.0"
"ingångsvärde","1.0"
"moderna?","1.0"
"6,6","1.0"
"rikare","1.0"
"skadeverkningar","2.0"
"näringar","1.0"
"regionen","2.0"
"mjölken","1.0"
"ansvar","18.0"
"sannolikheten","1.0"
"villkor","3.0"
"hårt","7.0"
"försvarets","1.0"
"förstärkt","2.0"
"uppsala","2.0"
"djurskyddsinspektörer","1.0"
"dessa","61.0"
"helena","1.0"
"källan","1.0"
"initiativ","11.0"
"tillväxten","4.0"
"vägbyggen","1.0"
"procent","21.0"
"60 000","2.0"
"försöksverksamhet","1.0"
"sjöstedt","10.0"
"stockholmsområdet","1.0"
"regelfrågor","1.0"
"höst","1.0"
"förorenaren","4.0"
"hört","7.0"
"veckor","4.0"
"enorm","1.0"
"flygplats","2.0"
"initierades","1.0"
"sett","17.0"
"storstadsperspektiv","1.0"
"lyhörd","1.0"
"myndighets","1.0"
"inflytandet","1.0"
"glädjande","5.0"
"kväveskatten","1.0"
"kunden","1.0"
"horisont","1.0"
"snöskoter","1.0"
"kunder","7.0"
"hormonstörande","7.0"
"fluoratomer","1.0"
"beslut","23.0"
"regioner","5.0"
"god","8.0"
"agerande","4.0"
"innovationer","1.0"
"utför","1.0"
"lade","3.0"
"andersson?","1.0"
"jobben","10.0"
"byggindustri","3.0"
"energieffektiva","1.0"
"utvecklingsområden","5.0"
"kerry","1.0"
"generalförsamlingen","1.0"
"skolor","3.0"
"vidta","8.0"
"sälja","5.0"
"förändrar","1.0"
"förändrat","1.0"
"ambition","3.0"
"givetvis","6.0"
"förändras","7.0"
"dagar","1.0"
"attityder","1.0"
"handelsgödselskatten","6.0"
"webbtidning","1.0"
"lita","1.0"
"kontroll","4.0"
"regelförenkling","1.0"
"övergripande","2.0"
"lite","58.0"
"tillvarata","2.0"
"ekonomi","3.0"
"förtätas","1.0"
"tillfredsställande","2.0"
"par","3.0"
"berätta","3.0"
"emot","4.0"
"förändrad","1.0"
"fantasinivåer","1.0"
"överfylld","1.0"
"intrång","4.0"
"geografiskt","2.0"
"verktyg","1.0"
"rönte","1.0"
"rubriken","1.0"
"beskedet","3.0"
"asylsökande","2.0"
"fakta","2.0"
"intressegrupper","1.0"
"600","1.0"
"problembeskrivningarna","1.0"
"eu-perspektiv","1.0"
"förlagt","1.0"
"forskarna","2.0"
"motstånd","2.0"
"nämnas","1.0"
"aktivt","4.0"
"geografiska","3.0"
"spridas","1.0"
"riksdagens","9.0"
"regional","6.0"
"omställning","5.0"
"ingripande","1.0"
"fårägare","1.0"
"rysslands","1.0"
"bullerreglerna","1.0"
"statsrådet","78.0"
"gotland","2.0"
"felaktig","1.0"
"intresserar","1.0"
"framkommit","1.0"
"avseende","1.0"
"näringen","4.0"
"björnar","2.0"
"unika","1.0"
"planprocesserna","1.0"
"utskottet","2.0"
"visionen","1.0"
"förutsättningarna","10.0"
"kartläggning","5.0"
"intresserad","2.0"
"stämman","1.0"
"sociala","1.0"
"försäkran","1.0"
"storindustrin","1.0"
"exportprodukter","1.0"
"prövning","1.0"
"grupperingar","1.0"
"service","13.0"
"<em>nu</em>","1.0"
"landstingsfinansierade","1.0"
"mobilt","2.0"
"unikt","4.0"
"vetenskapligt","1.0"
"alltför","3.0"
"markförlagd","1.0"
"fallgroparna","1.0"
"angreppssätt","1.0"
"utstå","1.0"
"ansåg","1.0"
"bygden","2.0"
"dagens","6.0"
"hyreskontrakt","2.0"
"rensad","1.0"
"markförlagt","1.0"
"lagt","2.0"
"statsstöd","1.0"
"framme","1.0"
"forsberg","2.0"
"miljöministerns","1.0"
"remissvar","3.0"
"rättssäkerheten","4.0"
"miljöintressen","1.0"
"stammar","1.0"
"förehavanden","1.0"
"per","22.0"
"fordonsflotta","1.0"
"återgång","1.0"
"period","2.0"
"miljöhänsyn","1.0"
"riksdagsbeslut","1.0"
"fiber","1.0"
"byggprocesserna","1.0"
"corporation","1.0"
"tveksamhet","1.0"
"illegala","5.0"
"beläget","1.0"
"spegling","1.0"
"kostnadssidan","1.0"
"hänsyn","17.0"
"nämner","13.0"
"betona","4.0"
"fastighetsvärden","2.0"
"påkommet","1.0"
"rådgivning","1.0"
"bygder","8.0"
"pratar","13.0"
"riksdagsledamöter","2.0"
"småorter","1.0"
"integration","2.0"
"pratat","3.0"
"förtroendet","1.0"
"byggsektorn","1.0"
"djuren","3.0"
"gul","2.0"
"återföring?","1.0"
"kommuners","1.0"
"delegering","1.0"
"genomför","3.0"
"listor","1.0"
"bygder?","1.0"
"balanserad","2.0"
"modeller","1.0"
"redovisar","2.0"
"trysil","1.0"
"instans","2.0"
"fastighetsvärdet","1.0"
"regerings","1.0"
"representanter","1.0"
"planeringspengar","1.0"
"kvävet","1.0"
"tillsätta","2.0"
"kommer","186.0"
"väcker","2.0"
"riksdagsledamot","2.0"
"ökar","14.0"
"balanseras","1.0"
"halvdan","1.0"
"ökat","10.0"
"utlakningen","1.0"
"nämnda","1.0"
"hunnit","1.0"
"faktiskt","22.0"
"ökad","9.0"
"nämnde","9.0"
"mötte","1.0"
"utbyggnadshastigheten","1.0"
"inbegriper","1.0"
"stämmer","1.0"
"vinter","2.0"
"element six","1.0"
"län","18.0"
"kopplade","3.0"
"förändringen","1.0"
"in-house","1.0"
"faktiska","3.0"
"lät","2.0"
"befolkningsstrukturerna","1.0"
"stycken","2.0"
"eu-ansökningar","1.0"
"frukt","1.0"
"sollebrunn","1.0"
"pennan","1.0"
"erbjudandet","1.0"
"kompenserar","1.0"
"vårdcentral","1.0"
"tv-utfrågning","1.0"
"kompenseras","1.0"
"interpellanterna","1.0"
"teknik?","1.0"
"norrbotniabanegruppen","1.0"
"djur","7.0"
"västerbotten","5.0"
"djup","1.0"
"låg","2.0"
"konkurrensverkets","1.0"
"modifierade","1.0"
"syndrom","1.0"
"lån","3.0"
"bedrivas","2.0"
"vargvalpar","1.0"
"spekulation","1.0"
"gång:","1.0"
"kol-","1.0"
"regelförenklingen","1.0"
"låt","21.0"
"listade","1.0"
"trovärdighet","1.0"
"kontinenten","1.0"
"skärgården","1.0"
"exkluderar","1.0"
"tid?","1.0"
"bygglovshantering","1.0"
"viljeriktning","1.0"
"absolut","6.0"
"pappersprodukt","1.0"
"växtliv","2.0"
"domstolarna","1.0"
"socialdemokrater","1.0"
"lantis","1.0"
"tagits","5.0"
"statsministern","1.0"
"fyllda","1.0"
"bostadspolitik","2.0"
"stärkts","1.0"
"skellefteå","2.0"
"innehållslös","1.0"
"offentliga","9.0"
"massa","2.0"
"oklara","1.0"
"iväg","1.0"
"hedmark","1.0"
"fordonsbranschen","1.0"
"kommunens","3.0"
"szybers","1.0"
"sparsam","1.0"
"mötes?","1.0"
"globen","1.0"
"utvecklande","3.0"
"mehmet","10.0"
"priset","2.0"
"energimarknaden","1.0"
"domstol","1.0"
"priser","1.0"
"miljödomstolen","1.0"
"oroade","1.0"
"ramanslaget","1.0"
"djurinnehav","1.0"
"extra","3.0"
"hyresnämnden","1.0"
"områden","28.0"
"land","28.0"
"leder","3.0"
"skull","1.0"
"regionernas","1.0"
"varningar","1.0"
"alliansen","9.0"
"narkotika-","1.0"
"farmare","1.0"
"området","10.0"
"staterna","2.0"
"lamm","3.0"
"uttryck","4.0"
"utvärderats","1.0"
"inget","3.0"
"regelförenklingsarbetet","2.0"
"ledde","1.0"
"visavi","2.0"
"ingen","18.0"
"förutsägbart","1.0"
"förvaltningsmodell","1.0"
"ställningstaganden","1.0"
"året","13.0"
"förändrades","1.0"
"länsstyrelser?","1.0"
"korta:","1.0"
"fördjupad","1.0"
"uthyrning","1.0"
"skrämmer","2.0"
"åren","5.0"
"pratade","3.0"
"kuster","1.0"
"aktuellt","2.0"
"uppvärmningen","2.0"
"instängning","1.0"
"infrastrukturplan","1.0"
"kusten","1.0"
"andt-policyn","1.0"
"landet","58.0"
"ca 1 500","1.0"
"träffade","1.0"
"täckning","3.0"
"verksamheten","16.0"
"allvarlig","2.0"
"balkankriget","1.0"
"trafikinfarkt","1.0"
"verksamheter","15.0"
"kvalitet","2.0"
"förstärkningar","1.0"
"aktuella","4.0"
"vidga","1.0"
"bröstet","1.0"
"inflytande","1.0"
"kommuner","24.0"
"beräkna","1.0"
"införseln?","1.0"
"sårbara","3.0"
"pigment","1.0"
"drivkraft","1.0"
"sjukvårdssverige","1.0"
"projektet","3.0"
"begav","1.0"
"kommunen","3.0"
"erikssons","1.0"
"vuxit","2.0"
"kemikalieregleringen","1.0"
"trappas","2.0"
"skogsnäringen","1.0"
"rödgröna","3.0"
"bekostnad?","1.0"
"administreras","1.0"
"rustas","1.0"
"skoluppgifter","1.0"
"riktvärden","1.0"
"peka","4.0"
"helhetsbilden","1.0"
"kommissionären","1.0"
"ibland","5.0"
"präglats","1.0"
"specialanpassat","1.0"
"tillväxtpolitiska","1.0"
"lars","7.0"
"födas","1.0"
"facto","3.0"
"upptäcker","1.0"
"stanna","2.0"
"kunskapssammanfattning","1.0"
"konsekvenser","7.0"
"unesco","1.0"
"åstadkommandet","1.0"
"givet","3.0"
"palestinierna","1.0"
"trygghetsboende","1.0"
"europas","2.0"
"varandra","5.0"
"rättsläget","1.0"
"miljarder","16.0"
"öppningar","1.0"
"trätofråga","2.0"
"strömmen","1.0"
"fyra","6.0"
"delaktigheten","1.0"
"ämnena","4.0"
"mälaren","1.0"
"ledningsalternativen","1.0"
"småsjöar","1.0"
"senaste","12.0"
"därmed","9.0"
"larsson","3.0"
"ackumulerade","2.0"
"landshövdingarnas","1.0"
"till","458.0"
"knappt","2.0"
"förutsättningar","12.0"
"ledningssträckor","2.0"
"vägslitageavgiften","1.0"
"utvecklingsinriktade","1.0"
"hållningen","1.0"
"kostnadsläge","1.0"
"landar","1.0"
"lyckats","5.0"
"bedrivit","1.0"
"bäst","2.0"
"fatta","3.0"
"knappa","1.0"
"norrbotniabana","3.0"
"jämfört","1.0"
"industrin","1.0"
"säkerhetspolitik","1.0"
"han","40.0"
"kort","5.0"
"miljömässiga","1.0"
"industris","1.0"
"minsann","1.0"
"kors","1.0"
"bredbandsstationer","1.0"
"har","643.0"
"extradörren","1.0"
"tullverkets","1.0"
"vore","10.0"
"hälsa","1.0"
"prövas","2.0"
"regionalpolitiskt","1.0"
"ström","2.0"
"upplevts","2.0"
"prövar","1.0"
"intressanta","2.0"
"menas","1.0"
"mångfald","3.0"
"menar","7.0"
"stått","1.0"
"24 000","1.0"
"mötas","1.0"
"alltså","32.0"
"fungera?","1.0"
"prövad","2.0"
"kommissionens","1.0"
"kostnadsberäkningar","1.0"
"ygeman","1.0"
"arbetsställen","1.0"
"närheten","2.0"
"ramar","1.0"
"socialdemokraternas","3.0"
"vatten","2.0"
"känslor","3.0"
"konsultation","1.0"
"chans","1.0"
"medvetna","2.0"
"tragiskt","1.0"
"vetenskap","3.0"
"ligga","1.0"
"enda","9.0"
"kommit","10.0"
"socialdemokratisk","2.0"
"råder","5.0"
"föder","1.0"
"stängas","1.0"
"kabelsystem","1.0"
"projekten","1.0"
"beslutsfattare","1.0"
"ting","3.0"
"landsbygdsfrågor?","1.0"
"beräknas","1.0"
"kundtjänst","1.0"
"veckan","4.0"
"väldig","1.0"
"krävs?","1.0"
"fungerar","16.0"
"lagstiftningarna","1.0"
"fungerat","2.0"
"bygderna","12.0"
"sverigedemokraterna","1.0"
"pts","3.0"
"självbestämmande","1.0"
"rättigheterna","1.0"
"colour","1.0"
"vinster","2.0"
"samhällsplaneringsminister","1.0"
"avslutningsvis","2.0"
"förändringar","11.0"
"ansökningar","1.0"
"bruksvärdessystemet","1.0"
"listan","2.0"
"förhandlingar","1.0"
"dominion","1.0"
"erinrar","1.0"
"program","1.0"
"ministrarna","2.0"
"spridda","1.0"
"hel","2.0"
"guidning","1.0"
"tips","1.0"
"hem","2.0"
"prata","5.0"
"sälen","2.0"
"tvärvillkoren","1.0"
"svårare","2.0"
"ryska","9.0"
"snäpp","1.0"
"slopa","1.0"
"möten","3.0"
"frågorna","11.0"
"möter","3.0"
"omprövning","5.0"
"mötet","1.0"
"skjutas","2.0"
"jämtländska","1.0"
"uttaget","1.0"
"stomnät","1.0"
"regeringen:","1.0"
"ramen","3.0"
"bidrar","1.0"
"regeringen?","1.0"
"personal-","1.0"
"konkurrensverket","1.0"
"alltifrån","1.0"
"sprider","1.0"
"ungdomsarbetsgivaravgiften","1.0"
"perssonregeringen","1.0"
"januari","5.0"
"kretsar","1.0"
"sträcka","1.0"
"uttalande","3.0"
"århundraden","1.0"
"kvävegödsling","1.0"
"bönder","6.0"
"följdfråga","2.0"
"svensk","21.0"
"möte:","1.0"
"besök","1.0"
"ogillar","1.0"
"utveckling","27.0"
"samarbete","3.0"
"orimliga","2.0"
"stänger","2.0"
"digitalisering","1.0"
"grävdes","1.0"
"landskapsstrategins","1.0"
"hemlän","8.0"
"då?","1.0"
"näringsutvecklingen","1.0"
"kräver","6.0"
"förmedlingskontor","2.0"
"sammanhållen","1.0"
"sammanhanget","5.0"
"handfull","1.0"
"nämnts","1.0"
"kritisera","1.0"
"polisen","1.0"
"tillsatt","3.0"
"regeringens","42.0"
"bredare","3.0"
"upprörda","3.0"
"kapital","1.0"
"föreläsning","1.0"
"där","135.0"
"acceptabel","1.0"
"permanent","1.0"
"eu-kretsen","1.0"
"bakom","7.0"
"kommun","5.0"
"ståndpunkt","1.0"
"orimligt","1.0"
"spekulationer","1.0"
"östersjöländer","1.0"
"allmänintressen","1.0"
"besöksnäringsprojektet","1.0"
"arbetsförmedling","1.0"
"ministerns","13.0"
"uppvaknande","1.0"
"djurproducenterna","1.0"
"belyst","1.0"
"hit","2.0"
"förvarning","1.0"
"tillstånd","11.0"
