"party","MP"
"stadsmiljöavtal","7.0"
"förskolepersonal","1.0"
"raketforskare","1.0"
"bereda","4.0"
"uppkommer","1.0"
"stödsystem","3.0"
"beredskap","1.0"
"fördomarna","1.0"
"auktionerade","1.0"
"boendemiljö","1.0"
"utvecklingssamarbetet","7.0"
"bostadsförsörjningsplikt","1.0"
"stationerna","1.0"
"allmän","9.0"
"utvecklingssamarbeten","1.0"
"frihet","3.0"
"säkerhet","14.0"
"policy","4.0"
"darrar","1.0"
"utomhusrummet","1.0"
"leif","3.0"
"läromedelsbranschen","11.0"
"beteende","2.0"
"tillåtliga","1.0"
"exploderat","1.0"
"produkt","3.0"
"västsvenska","1.0"
"kraftsamling","2.0"
"huvudmän","12.0"
"konfunderad","1.0"
"mathias","1.0"
"växlas","1.0"
"överprövning","1.0"
"bildningsuppdraget","5.0"
"våras","1.0"
"grisar","1.0"
"genomfördes","5.0"
"vargindivider","1.0"
"vistelse","1.0"
"rättighet","1.0"
"söder","6.0"
"utförs","2.0"
"känner","33.0"
"hälsoforskningen","1.0"
"balansera","1.0"
"tänk","4.0"
"varenda","1.0"
"forskningsfinansiering","2.0"
"anser","44.0"
"svåröverskådlig","1.0"
"biltrafiken","1.0"
"export","1.0"
"anses","1.0"
"finansmarknadsbranschen","2.0"
"bostadsföretag","1.0"
"fristad","5.0"
"stefan","3.0"
"byråkratisk","1.0"
"framåt","24.0"
"utföra","2.0"
"utnämningar","3.0"
"bearbeta","2.0"
"inräknade","1.0"
"nästkommande","1.0"
"hållbarare","1.0"
"använts","1.0"
"påtalar","1.0"
"skolverkets","2.0"
"ledtid","1.0"
"subventionerade","1.0"
"halvår","3.0"
"utlova","1.0"
"ledamot","2.0"
"skapar","22.0"
"pendlingsförhållanden","1.0"
"skapas","3.0"
"utvärderat","1.0"
"leka","1.0"
"utvärderas","1.0"
"asylansökningar","1.0"
"utvärderar","1.0"
"interpellanternas","2.0"
"trevligt","2.0"
"klimattoppmötet","3.0"
"mäter","1.0"
"kontakt","5.0"
"grundens","1.0"
"enkel","3.0"
"uppkommit","1.0"
"passivhuscentrums","1.0"
"intensifiera","1.0"
"strålsäkerhetsmyndighetens","1.0"
"denmark","1.0"
"utbrett","2.0"
"ettans","1.0"
"integritetsskyddet","1.0"
"samman","11.0"
"inhemska","2.0"
"lena","18.0"
"lovat","1.0"
"korruption","2.0"
"gör","161.0"
"regeringars","1.0"
"omgången","1.0"
"sysslar","1.0"
"skyddsform","1.0"
"avlånga","5.0"
"ovisshet","1.0"
"närhet","3.0"
"regeländringar","1.0"
"presumtionshyra","2.0"
"skifte","2.0"
"avviker","1.0"
"handling","3.0"
"problemet:","1.0"
"skolkommissionen","1.0"
"lufta","1.0"
"avslutats","1.0"
"konkurrensneutralitet","1.0"
"skolkommissioner","1.0"
"landsbygdsutveckling","4.0"
"praktiken","11.0"
"besökarnas","1.0"
"överenskommelsen","2.0"
"förskoleklassens","1.0"
"uppfyllas","1.0"
"södra","2.0"
"utställningarna","1.0"
"varse","3.0"
"millenniemålen","1.0"
"maktpositioner","1.0"
"återfinns","1.0"
"vargstam","2.0"
"överenskommelser","4.0"
"ideologisk","2.0"
"kadaver","1.0"
"marknad","2.0"
"<em>en","3.0"
"övergreppen","1.0"
"återpolitisering","1.0"
"byta","1.0"
"vanligt","2.0"
"grundskollärare","6.0"
"lönen","1.0"
"skogsvårdslag","1.0"
"praxis","6.0"
"löner","8.0"
"göteborg?","4.0"
"grattis","1.0"
"klargöras","1.0"
"landsbygdsfrågorna","1.0"
"bytt","1.0"
"friluftsliv","9.0"
"intentionerna","4.0"
"upprepar","4.0"
"ägarlägenheter","1.0"
"klimatresultat","1.0"
"nedskärning","1.0"
"besluta","7.0"
"holms","4.0"
"tätt","3.0"
"(forts.)","2.0"
"trovärdigheten","2.0"
"bestämma","7.0"
"regeländringen","1.0"
"miljöanpassade","2.0"
"betalningsförmågan","1.0"
"morgontidning","1.0"
"vanliga","8.0"
"tappat","1.0"
"komplex","5.0"
"historieskrivning","2.0"
"tappar","1.0"
"täta","4.0"
"utfästelser","1.0"
"trots","13.0"
"trott","1.0"
"skatteundantagen","1.0"
"avse","1.0"
"vattnet","2.0"
"partipolitisk","1.0"
"vattnen","1.0"
"minsta","2.0"
"utbildningssystemet","1.0"
"göteborgs","7.0"
"uppskatta","1.0"
"<em>då","1.0"
"projekt","17.0"
"sexåriga","2.0"
"lokalsamhällena","1.0"
"språkrör","1.0"
"påverkat","1.0"
"värdegrund","1.0"
"lett","6.0"
"tillskjuta","2.0"
"duglig","2.0"
"godstrafiken","1.0"
"lag","9.0"
"leta","3.0"
"tortyr","1.0"
"gazaremsan","4.0"
"påverkas","6.0"
"15-åringar","1.0"
"påverkar","13.0"
"sexpartiöverenskommelsen","1.0"
"uppfyller","4.0"
"informationssystemen","1.0"
"påverkan","9.0"
"medelhavsmuseet","1.0"
"sektorer","7.0"
"dölja","2.0"
"samhällsplanerings-","2.0"
"minns","5.0"
"nyutnämnda","1.0"
"uppfyllde","1.0"
"grundorsakerna","1.0"
"avreglering","2.0"
"besvara","13.0"
"ansvarigas","1.0"
"tullinge","2.0"
"mellanösterns","1.0"
"handelskammaren","2.0"
"brottsoffer","1.0"
"civilutskottets","1.0"
"rättsregler","1.0"
"fossila","5.0"
"argumentationen","2.0"
"<em>del</em>","1.0"
"utbilda","1.0"
"generös","1.0"
"levt","4.0"
"utvecklings-","1.0"
"dalälven-området","3.0"
"internationella","31.0"
"strategisk","2.0"
"bostadsbestånd","1.0"
"leva","20.0"
"ikraftträdande","3.0"
"möjligt","50.0"
"förknippade","1.0"
"tillmötesgå","1.0"
"bruksvärdesfaktorer","1.0"
"förändrats","4.0"
"utsläppsrätterna","1.0"
"våren","7.0"
"skolpolitik","2.0"
"uppe","6.0"
"varor","3.0"
"bränsle;","1.0"
"korgen","1.0"
"pressa","1.0"
"bristerna","4.0"
"kolleger","6.0"
"föreslogs","1.0"
"tvingar","1.0"
"årliga","1.0"
"tvingas","2.0"
"noterades","1.0"
"reformens","1.0"
"ensamt","2.0"
"ärendena","1.0"
"ingick","6.0"
"följts","1.0"
"makroekonomi","1.0"
"nackdelar","2.0"
"bostadsplanering","2.0"
"led","3.0"
"drivkrafter","2.0"
"redan","77.0"
"fortare","1.0"
"aviserad","1.0"
"friskare","3.0"
"atomenergins","1.0"
"karin","2.0"
"tillskott","2.0"
"konstruerats","1.0"
"ärendens","1.0"
"cykeln","1.0"
"jordbruksföretagare","1.0"
"dock","54.0"
"aviseras","2.0"
"aviserat","12.0"
"betyder","10.0"
"skogs-","1.0"
"aviserar","6.0"
"internationellt","17.0"
"förbättrade","2.0"
"luftsituationen","1.0"
"ärendet","15.0"
"trafikbuller","2.0"
"flygskatt","1.0"
"kylsystem","1.0"
"lyfter","16.0"
"ärenden","10.0"
"möjliga","8.0"
"hållning","5.0"
"bekämpar","2.0"
"fri-entré-reformen","3.0"
"historieböcker","3.0"
"datalagringsdirektivet","2.0"
"tillfälliga","3.0"
"producera","4.0"
"successivt","3.0"
"risplantan","1.0"
"förslagen","11.0"
"berett","3.0"
"rapport","14.0"
"tillfälligt","2.0"
"angett","1.0"
"18,75","1.0"
"ku:s","5.0"
"utvecklingen","38.0"
"omfattningen","2.0"
"ögat","1.0"
"lgr","1.0"
"utredningsbetänkande","1.0"
"bottnar","2.0"
"förslaget","16.0"
"1918","2.0"
"cykel-","1.0"
"strandskyddsdelegationen","3.0"
"rektorerna","3.0"
"sjöfartens","1.0"
"reaktortanken","1.0"
"situation","38.0"
"bytesdjur","1.0"
"hösten","4.0"
"lagändringar","3.0"
"säsong","1.0"
"vidhängande","1.0"
"ensidig","1.0"
"utrymme","3.0"
"sanningsenligt","1.0"
"här","365.0"
"omdirigerar","1.0"
"storbritannien","2.0"
"blykromatföreningar","1.0"
"kombinatörer","1.0"
"rusta","2.0"
"tillfälle","4.0"
"upprätthålls","2.0"
"lyckas","8.0"
"snabblåneföretag","1.0"
"straffriheten","1.0"
"delegat","1.0"
"nämnt","7.0"
"reder","1.0"
"avsluta","5.0"
"nämns","3.0"
"minska","61.0"
"slutat","1.0"
"slutar","1.0"
"undviker","1.0"
"tillhöra","1.0"
"komplexare","1.0"
"liv","7.0"
"pris","2.0"
"vattenverksamheterna","1.0"
"prövats","3.0"
"nämna","3.0"
"effek</em><em></em><em>tivare","1.0"
"erik","11.0"
"regering","49.0"
"fult","1.0"
"reguljära","2.0"
"avhjälps","1.0"
"försvarspolitiska","1.0"
"skogspolitiska","1.0"
"säkerhetsåtgärder","1.0"
"oansvarigt","2.0"
"utformningen","8.0"
"prisceremoni","1.0"
"annorlunda","4.0"
"detsamma","3.0"
"full","1.0"
"sotiris","2.0"
"undervisning","7.0"
"okränkbar","1.0"
"(båda","1.0"
"kongolesiska","2.0"
"skriven","1.0"
"ändringsprotokoll","3.0"
"skrivet","1.0"
"skriver","4.0"
"klimatöverenskommelsen","1.0"
"utvecklingsbistånd","2.0"
"sanktioner","1.0"
"destruktiva","1.0"
"erfarit","1.0"
"roswall","2.0"
"precis","84.0"
"haussa","1.0"
"förhindrad","1.0"
"konventioner","1.0"
"köpenhamn","2.0"
"fälla","1.0"
"modernisering","1.0"
"konventionen","4.0"
"center","4.0"
"tillämpar","2.0"
"<em>på","1.0"
"doha","1.0"
"tillämpas","4.0"
"synpunkterna","3.0"
"upprätthålla","7.0"
"återigen","15.0"
"tystnad","1.0"
"fund","4.0"
"pågående","11.0"
"skolverksamhet","2.0"
"oroande","3.0"
"1967","1.0"
"tyska","2.0"
"slutet","6.0"
"miljölagstiftning","1.0"
"avslutade","2.0"
"planera","9.0"
"granska","9.0"
"miljökostnader","3.0"
"återvänt","1.0"
"barkarby","2.0"
"kroppar","1.0"
"kalhyggesbruk","1.0"
"genomtänkt","1.0"
"sweden","1.0"
"koordinera","1.0"
"tillförlitligheten","1.0"
"stammens","1.0"
"huvudinriktningen","1.0"
"regeringsställning","2.0"
"motarbeta","3.0"
"preventivt","1.0"
"namngivna","1.0"
"sammanlagt","3.0"
"rörelser","5.0"
"1990","5.0"
"rörelsen","1.0"
"litar","3.0"
"pekade","3.0"
"läromedelsbranschens","2.0"
"fonderna","1.0"
"tydlighet","9.0"
"varav","1.0"
"straffen","3.0"
"liknande","10.0"
"enlighet","14.0"
"samordningen","1.0"
"utarbeta","2.0"
"varat","1.0"
"remittera","1.0"
"skolverksamheten","1.0"
"lärarrekryteringen","4.0"
"verksamhetsområde","1.0"
"1989","2.0"
"skrivit","4.0"
"trossamfund","11.0"
"korrekt","3.0"
"förelagts","1.0"
"parkstad","1.0"
"folkpartiet","11.0"
"principer","4.0"
"utredningsdirektiven","1.0"
"katedern","1.0"
"riksintressen","1.0"
"principen","2.0"
"helhetssyn","1.0"
"ifrågasatt","3.0"
"1991","1.0"
"karta","2.0"
"klara","23.0"
"utförare","2.0"
"vattenlag","1.0"
"prov","2.0"
"vidhåller","1.0"
"bosättningar","1.0"
"störningsinformation","1.0"
"medvind","1.0"
"uppgifter","12.0"
"tåg-","3.0"
"upplägget","1.0"
"uppgiften","3.0"
"klart","20.0"
"möjligheten","26.0"
"riktning","9.0"
"beroende","14.0"
"sjöar","4.0"
"möjligheter","60.0"
"användningsområde","1.0"
"dolt","1.0"
"hänvisning","3.0"
"organisationers","5.0"
"förtäta","1.0"
"fritidshemmet","1.0"
"skrämmande","2.0"
"vänta","4.0"
"skälet","1.0"
"fordon","12.0"
"tryggt","2.0"
"remissynpunkter","2.0"
"polisorganisationen","1.0"
"markägare","2.0"
"lastbilstrafiken","1.0"
"palestiniers","1.0"
"personerna","3.0"
"miljöperspektivet","1.0"
"summa","2.0"
"klass","4.0"
"trygga","7.0"
"säkerhetshöjning","1.0"
"resultera","2.0"
"ögon","1.0"
"liten","13.0"
"snarare","17.0"
"litet","3.0"
"ensamma","2.0"
"minuter","1.0"
"marknadens","1.0"
"spåret","1.0"
"lyftas","5.0"
"inompalestinsk","2.0"
"bolån","2.0"
"förmedlare","1.0"
"mikrofinanser","1.0"
"inblick","1.0"
"hanterbara","1.0"
"byggnationen","2.0"
"chansen","1.0"
"signaler","10.0"
"såsom","9.0"
"skrivna","3.0"
"hitintills","1.0"
"8-14","1.0"
"signalen","2.0"
"part","3.0"
"exempelvis","20.0"
"uppsökande","1.0"
"straffas","1.0"
"regionalfonden","2.0"
"klimatomställningen","1.0"
"bryta","4.0"
"bild","12.0"
"enhetliga","2.0"
"sjunkande","1.0"
"anslå","1.0"
"kedjan","1.0"
"höstas","3.0"
"lte","1.0"
"radion","1.0"
"ovidkommande","1.0"
"avfallshanteringsfrågan","1.0"
"parkmark","1.0"
"tillför","1.0"
"hbtq-frågorna","1.0"
"tydliggöras","3.0"
"tiden","25.0"
"beskrev","3.0"
"förändrade","3.0"
"uppmärksam","1.0"
"tider","1.0"
"vidare","86.0"
"skuldfällan","1.0"
"placera","1.0"
"enhetlig","1.0"
"reformering","1.0"
"arbetsvillkoren","1.0"
"analyserna","1.0"
"utesluter","2.0"
"huvudansvaret","2.0"
"förebygga","12.0"
"förkastlig","1.0"
"poängterar","1.0"
"myndighetsuppdrag","3.0"
"poängterat","1.0"
"addis","2.0"
"ekologisk","4.0"
"långvariga","1.0"
"tömt","1.0"
"består","3.0"
"partitjänstgöring","1.0"
"skattesatser","1.0"
"gruppledare","1.0"
"innehålla","4.0"
"beskrivningar","1.0"
"folkvalda","1.0"
"jordbrukssektorn","4.0"
"spårkapacitet","1.0"
"mångmiljardkostnader","1.0"
"pass","3.0"
"klarlägger","1.0"
"relativt","14.0"
"diplomatisk","1.0"
"lärarkontinuiteten","1.0"
"mångfaldsdelen","1.0"
"extraordinär","1.0"
"välkommet","1.0"
"flygets","3.0"
"sektorn","3.0"
"förlust","2.0"
"rullbanorna","1.0"
"välfärdssektorn","1.0"
"välkommen","2.0"
"möjlig","1.0"
"syrien-","1.0"
"kontrakt","1.0"
"begränsa","9.0"
"havsmiljön","1.0"
"storlek","4.0"
"exploateringstrycket","2.0"
"jagar","1.0"
"accepterar","3.0"
"självständigheten","1.0"
"intäktsgenererande","1.0"
"hälsostatus","1.0"
"opinionsbildare","1.0"
"moderaternas","1.0"
"allmänhetens","3.0"
"naturområden","3.0"
"uppvisar","1.0"
"sakområden","1.0"
"kollega","1.0"
"skyddsår","1.0"
"punkt","2.0"
"godsvagn","1.0"
"vårdinrättningar","1.0"
"bidragsgivning","2.0"
"oppositionen","7.0"
"järnvägsnätet","2.0"
"samarbetsavtal","1.0"
"folkhälsofrågan","1.0"
"miljömål","6.0"
"digitaliseringen","1.0"
"läromedelsförfattarna","1.0"
"stämning","2.0"
"bredbandsinfrastruktur","2.0"
"rovdjur","9.0"
"volymer:","1.0"
"känna","15.0"
"balansen","2.0"
"sakområdet","1.0"
"sträva","3.0"
"besökare","5.0"
"tanken","3.0"
"känns","9.0"
"granskningarna","1.0"
"ledsen","3.0"
"angående","4.0"
"utvecklingspolitiken","2.0"
"biståndspartner","1.0"
"mina","10.0"
"reglerade","1.0"
"partipolitik","1.0"
"enbart","11.0"
"näringspolitik","2.0"
"specifikt","17.0"
"stärktes","1.0"
"vänner","1.0"
"socialförsäkringar","1.0"
"ekomaten","2.0"
"upptäckt","2.0"
"visstid","1.0"
"illusionstrick","1.0"
"bearbetande","1.0"
"volvos","1.0"
"recommendations","1.0"
"inga","10.0"
"beslutsfattande","3.0"
"beskrivningen","2.0"
"logistiken","2.0"
"hög","21.0"
"specifika","11.0"
"bullerdirektiv","1.0"
"övergår","1.0"
"kraften","1.0"
"bejakat","1.0"
"signal","2.0"
"bejakar","1.0"
"krafter","2.0"
"stenkullaskolan","1.0"
"hör","16.0"
"utredning","31.0"
"ledarskapet","1.0"
"tänker","20.0"
"kopplad","1.0"
"täcker","1.0"
"transportbehov","1.0"
"förrförrförrförra","1.0"
"fullödigt","1.0"
"tänket","1.0"
"koldioxid","7.0"
"oetiskt","1.0"
"sitter","7.0"
"kopplat","4.0"
"vattenkraft","2.0"
"kopplas","4.0"
"kopplar","1.0"
"grundlagens","1.0"
"skar","1.0"
"äga","1.0"
"miljöeffekter","2.0"
"arbetsplatser","1.0"
"nyhetsbevakningen","1.0"
"vattenkraftssektorn","1.0"
"gjorde","25.0"
"hjälp","17.0"
"inkomna","1.0"
"äter","1.0"
"helheten","3.0"
"samhällsinfrastruktur","1.0"
"uppmuntrat","1.0"
"uppmuntras","1.0"
"konsumentverket","3.0"
"dåligt","3.0"
"omställningen","2.0"
"human","3.0"
"spåra","1.0"
"övertygad","9.0"
"ockerliknande","2.0"
"inser","1.0"
"legat","1.0"
"oppositionsbudget","1.0"
"inkomma","1.0"
"rektorer","4.0"
"rovdjursstängsel","2.0"
"lönsamheten","2.0"
"avspark","1.0"
"konsumtionen","5.0"
"dåliga","7.0"
"indonesien","5.0"
"bilmarknaden","1.0"
"syriens","1.0"
"sistnämnda","1.0"
"rättssäkra","1.0"
"länsgränsen","1.0"
"ersätta","5.0"
"primärhälsovården","1.0"
"långvarigt","3.0"
"antalet","21.0"
"arbetsplats","3.0"
"samsynen","1.0"
"motvindsfråga","1.0"
"speciell","2.0"
"<em>fiskesubventioner","1.0"
"skakande","1.0"
"kraftig","2.0"
"omfattas","6.0"
"tillsatte","11.0"
"omfattar","2.0"
"näring","2.0"
"folkhälsan","2.0"
"livrustkammaren","1.0"
"interpellationsdebatt","12.0"
"tillsatts","1.0"
"rödgrönrosa","1.0"
"agendan","2.0"
"lärsituationer","2.0"
"starkare","3.0"
"rekryteringsprocesserna","1.0"
"långsiktigt","31.0"
"frågeställningen","1.0"
"trimmas","1.0"
"förlossningskomplikationer","1.0"
"beteendet","1.0"
"oseriösa","2.0"
"mitt","59.0"
"beslutade","12.0"
"sker","26.0"
"färger","1.0"
"utmärkt","2.0"
"synergi","1.0"
"riksidrottsutövande","1.0"
"mitten","2.0"
"lärsituationen","3.0"
"själv","22.0"
"klimatpolitiken","3.0"
"hundratals","1.0"
"myggbekämpningen","3.0"
"bedömningsgrunder","1.0"
"tamdjur","7.0"
"barnfond","1.0"
"klimatutmaningen","1.0"
"långsiktiga","27.0"
"påfund","1.0"
"maj","1.0"
"man","660.0"
"landsbygds-","1.0"
"delaktighet","3.0"
"henne","2.0"
"mat","7.0"
"överträdelseärende","2.0"
"uttalat","3.0"
"uttalas","1.0"
"flathet","1.0"
"eu-regler","1.0"
"tänkte","3.0"
"hyrestvister","1.0"
"månader","7.0"
"beställa","1.0"
"tillsatta","1.0"
"ingå","4.0"
"främja","9.0"
"västvärlden","1.0"
"låtsas","1.0"
"uttalad","1.0"
"respekten","2.0"
"analyseras","1.0"
"analyserar","3.0"
"vackert","2.0"
"analyserat","1.0"
"kraftfullare","1.0"
"miljömålsberedningen","10.0"
"räkning","1.0"
"konsumentperspektiv","2.0"
"bonus","1.0"
"uppbåda","2.0"
"införandet","4.0"
"järnvägsnät","2.0"
"utöva","7.0"
"gynna","2.0"
"amorteringskravet","2.0"
"ledningarna","2.0"
"getts","4.0"
"mening","3.0"
"<em>klimatet","1.0"
"meddela","2.0"
"vända","12.0"
"metodologi","1.0"
"läsförståelse","3.0"
"inkomst","1.0"
"tjänstemäns","1.0"
"flyktingtillströmningen","1.0"
"ideal","2.0"
"tillbyggnader","1.0"
"inne","15.0"
"felaktigheter?","1.0"
"mobilnäten","2.0"
"styret","1.0"
"millenniemål","1.0"
"trappa","2.0"
"överensstämde","1.0"
"frågeställningar","3.0"
"katalyserade","1.0"
"helhetsmässigt","1.0"
"uppnås","4.0"
"uppnår","2.0"
"från","353.0"
"klimatsämre","1.0"
"säkrare","4.0"
"springande","1.0"
"med","1096.0"
"flyktingmottagande","1.0"
"dsl-utrustning","1.0"
"fanns","12.0"
"boendes","1.0"
"men","333.0"
"titta","60.0"
"mer","149.0"
"samarbetsområdet","1.0"
"energieffektivisering","5.0"
"djurskydd","2.0"
"statskontoret","1.0"
"regeringsbeslut","3.0"
"tankar","1.0"
"unionens","2.0"
"införlivas","1.0"
"strandregleringen","1.0"
"funktionssätt","1.0"
"utarbetade","1.0"
"statligt","19.0"
"styrda","1.0"
"är:","5.0"
"gjörtlers","1.0"
"tackar","37.0"
"vattendirektivet","4.0"
"inom","195.0"
"budgethöjning","1.0"
"forskningen","14.0"
"statliga","44.0"
"princip","9.0"
"dialogen","15.0"
"mediemångfalden","1.0"
"utretts","1.0"
"skog","1.0"
"inse","6.0"
"utgrävningarna","1.0"
"europaparlamentet","1.0"
"ombildas","1.0"
"ryms","1.0"
"allra","19.0"
"oansvarig","1.0"
"förutvarande","2.0"
"obrukbara","1.0"
"åkarna","1.0"
"goals","2.0"
"vilseför","1.0"
"landsbygder","2.0"
"landsbygden","8.0"
"sacharovpris","1.0"
"företrädare","17.0"
"besöksrum","1.0"
"miljö","17.0"
"behandla","3.0"
"fånga","1.0"
"ersättningsnivåer","2.0"
"bestämt","7.0"
"hbtq-aktivister","1.0"
"bevarades","1.0"
"kärnkraftverk","12.0"
"statsadministration","2.0"
"velat","2.0"
"flygtrafik","5.0"
"klimatdebatten","1.0"
"studenten","1.0"
"grundskolan","10.0"
"främst","6.0"
"följaktligen","1.0"
"mig","158.0"
"skola","78.0"
"lägst","1.0"
"vinnare","1.0"
"studenter","14.0"
"organen","2.0"
"utsatt","4.0"
"riksantikvariatämbetet","1.0"
"min","53.0"
"infrastruktursammanhang","1.0"
"används","22.0"
"skogsbruk","3.0"
"efter","65.0"
"längor","1.0"
"utmaning","7.0"
"äts","1.0"
"ledare","1.0"
"lånemarknaden","1.0"
"kompensera","5.0"
"strategier","9.0"
"förutsatt","1.0"
"inte","1048.0"
"flyktingpolitik","1.0"
"miljöutmaningar","1.0"
"polis","1.0"
"inpå","1.0"
"kursplaner","2.0"
"balkan","1.0"
"fem-","1.0"
"</em>får","1.0"
"pensionsfonder","1.0"
"tjänstemän","1.0"
"folkhälsa","3.0"
"grundskole-","1.0"
"rättssäker","2.0"
"marknadsföring","2.0"
"felaktigheter","1.0"
"glida","1.0"
"mahmoud","1.0"
"talar","18.0"
"ägnar","1.0"
"talat","3.0"
"befann","1.0"
"kontrollstation","1.0"
"funktions-","1.0"
"byggnadsnämnden","1.0"
"urminnes","3.0"
"fn-pris","1.0"
"utredningsdirektiv","1.0"
"erinra","1.0"
"slags","5.0"
"engagemanget","8.0"
"uppdatering","2.0"
"lyckades","5.0"
"strandskyddsdelegationens","1.0"
"påstå","1.0"
"allvarligare","1.0"
"preciserades","1.0"
"eu-lagstiftning","1.0"
"1900-talet","2.0"
"läroböcker","3.0"
"innehåller","7.0"
"försvåra","3.0"
"regeringsbeteckning","1.0"
"klimatmässigt","2.0"
"verifiera","1.0"
"använda","40.0"
"innehållet","3.0"
"vedertagen?","2.0"
"använde","3.0"
"föräldrarna","1.0"
"längre","34.0"
"bostadsförsörjningsplikten","2.0"
"locka","2.0"
"välfärdsuppdrag","3.0"
"abort","1.0"
"organet","1.0"
"amorteringstakten","1.0"
"lagarna","1.0"
"kände","1.0"
"omställningsprocesserna","1.0"
"kontrollera","4.0"
"byggföretag","2.0"
"internet","2.0"
"manliga","1.0"
"retoriska","2.0"
"finansminister","1.0"
"gjorts","19.0"
"meddelade","3.0"
"olika","188.0"
"lekfullt","1.0"
"näringarna","1.0"
"nära","11.0"
"ledande","2.0"
"trimningsåtgärder","1.0"
"studentlägenheter","2.0"
"retoriskt","1.0"
"andrahandsmarknadens","1.0"
"tågunderhåll","1.0"
"längst","1.0"
"realisera","2.0"
"åtgärda","1.0"
"vikande","1.0"
"kontrollstationen","1.0"
"refererade","1.0"
"organic","1.0"
"lekfulla","3.0"
"tungmetaller","3.0"
"högexploaterade","1.0"
"tillföras","1.0"
"tillsättningarna","1.0"
"kammare","6.0"
"folkliga","3.0"
"konkat","1.0"
"reaktor","1.0"
"andemening","1.0"
"fortfarande","23.0"
"intresserade","2.0"
"riktigt","22.0"
"varelse","1.0"
"friluftsvärden","2.0"
"tillståndet","1.0"
"sänkning","1.0"
"sällan","4.0"
"lewins","2.0"
"mod","2.0"
"upplåtelseformer","2.0"
"föremål","6.0"
"utsläppshandel","1.0"
"kulturpolitiska","3.0"
"klagar","2.0"
"bråttom","1.0"
"relation","6.0"
"tillgänglig","3.0"
"bredbandstjänster","2.0"
"nordirland","1.0"
"mot","100.0"
"rättssäkerhet","1.0"
"församlingsnivå","1.0"
"tuffa","6.0"
"ledamoten","11.0"
"kulturpolitiskt","1.0"
"miljömålsarbetessystem","1.0"
"näst","1.0"
"färgblinda","1.0"
"beror","5.0"
"byggbolagen","2.0"
"täckas","1.0"
"forskningssidan","1.0"
"utskott","2.0"
"huvudsak","3.0"
"skolmiljö","1.0"
"lättvindigt","2.0"
"beslutats","1.0"
"principbeslutets","1.0"
"företaget","1.0"
"företagen","5.0"
"utfasningen","2.0"
"framskrider","1.0"
"bedömningsdelen","1.0"
"ställts","4.0"
"centerpartiet","2.0"
"djupt","3.0"
"bullret","1.0"
"läroplanen","7.0"
"årskurs 3","1.0"
"möjligheterna","16.0"
"samhällsbygget","1.0"
"årskurs 1","1.0"
"utbildningsminister","2.0"
"energipolitiken","1.0"
"innevarande","2.0"
"läroplaner","1.0"
"djupa","2.0"
"tonläge","2.0"
"komplexiteten","2.0"
"lotta","1.0"
"lägsta","2.0"
"djur-","2.0"
"kommunpolitiker","1.0"
"skolformer","2.0"
"rullar","1.0"
"hasta","2.0"
"orsaka","1.0"
"solveig","3.0"
"utöka","1.0"
"yrkesbana","1.0"
"lämplig","1.0"
"utvecklingsområde","1.0"
"önskade","1.0"
"ingenting","12.0"
"föregångsland","1.0"
"insatserna","5.0"
"forskningsområden","1.0"
"bevarandet","6.0"
"jordbruksdepartementets","1.0"
"medlen","1.0"
"friskolevärlden","1.0"
"kompensation","3.0"
"friskolorna","1.0"
"prioriteringar","12.0"
"planprocessutredningen","1.0"
"närmast","2.0"
"rapportering","1.0"
"satsat","1.0"
"fickor","1.0"
"påpekades","1.0"
"oanständigt","1.0"
"talis","1.0"
"demokratiministerns","1.0"
"bolånetagare","1.0"
"härdkylning","5.0"
"lastbil","2.0"
"fördömt","1.0"
"återupprepar","1.0"
"metodutvecklingen","2.0"
"säkerhetsnivå","1.0"
"etiskt","1.0"
"småskalig","1.0"
"närmare","20.0"
"finansmarknadsområdet","1.0"
"tömts","1.0"
"vattenmyndighetsstruktur","1.0"
"avsevärt","2.0"
"åkerinäringen","1.0"
"alliansens","7.0"
"bästa","41.0"
"demokrati","8.0"
"nedskärningsåren","1.0"
"herrar","1.0"
"överlag","1.0"
"kaffet","1.0"
"rättvist","2.0"
"inbjuda","1.0"
"snabbhastighetståg","4.0"
"sexuell","2.0"
"moderata","3.0"
"läroböckerna","1.0"
"gävle","2.0"
"100 000","2.0"
"greens","3.0"
"svarade:","1.0"
"omsorg","3.0"
"matematikskolan","1.0"
"satsar","3.0"
"satsas","2.0"
"stuprör","1.0"
"förening","1.0"
"inneboende","1.0"
"finansieringslösning","1.0"
"gudstjänst","1.0"
"funktionen","6.0"
"robustheten","2.0"
"2012/13:283)","1.0"
"funktioner","3.0"
"inrättandet","1.0"
"energisnåla","1.0"
"lägena","1.0"
"desperata","1.0"
"sättas","2.0"
"bygglov","5.0"
"friluftsnäringens","1.0"
"nedprioritera","3.0"
"eu:s","13.0"
"höjning","3.0"
"enström","2.0"
"slag","6.0"
"eltillförsel","1.0"
"strandskyddsreglering","1.0"
"störningar","9.0"
"våldsamheter","1.0"
"tyckte","7.0"
"diskutera","26.0"
"säkerhetskrav","17.0"
"energisnålt","1.0"
"högskoleorter","1.0"
"springer","1.0"
"sammansättning","1.0"
"wiechels","1.0"
"någonstans","4.0"
"gräva","3.0"
"genomfört","5.0"
"vittnar","2.0"
"chefer","3.0"
"överblicken","1.0"
