"party","KD"
"höja","2.0"
"facebooksida","1.0"
"höjd","1.0"
"tjänsten","1.0"
"startade","4.0"
"ärlig","1.0"
"sverige?","1.0"
"tjänster","4.0"
"speciellt","3.0"
"behöva","6.0"
"träffat","3.0"
"hudfärg","1.0"
"skadliga","1.0"
"däremot","1.0"
"vägen","2.0"
"sveriges","14.0"
"par</em><em></em><em>lamentet","1.0"
"lindestam","1.0"
"håll","5.0"
"träffar","1.0"
"tyst","2.0"
"sanningen","1.0"
"speciella","3.0"
"tåg","1.0"
"kritiserat","2.0"
"riskkapitalbolag","1.0"
"tusentals","5.0"
"stort?","1.0"
"förnyelse","1.0"
"producerats","1.0"
"brist","2.0"
"lika","9.0"
"mesta","1.0"
"noterade","2.0"
"sent","4.0"
"<em>i","1.0"
"tredjedel","1.0"
"konflikt","3.0"
"skaffa","1.0"
"företagsamhet","2.0"
"trafikverket","4.0"
"försvarat","1.0"
"höll","1.0"
"nyorganiserade","1.0"
"framfart","1.0"
"rättsprövningen","1.0"
"miljöpåverkan","1.0"
"svårligen","1.0"
"2 000","2.0"
"herr","84.0"
"trippelfel","1.0"
"valideringsarbetet","3.0"
"ändå:","1.0"
"yrkesfiskarna","5.0"
"tycker","48.0"
"utredningen","10.0"
"påbörja","1.0"
"lokala","2.0"
"regimen","5.0"
"färdig","1.0"
"växer","1.0"
"miljöbalken","3.0"
"aningslöshet","1.0"
"kön","3.0"
"trafik","4.0"
"flytt","1.0"
"kör","2.0"
"reell","3.0"
"kvalitetsgranskningar?","1.0"
"symbolhandling","1.0"
"utövas","1.0"
"ser?","1.0"
"sålt","1.0"
"förvänta","1.0"
"moderlandet","1.0"
"möjlighet","13.0"
"norr","2.0"
"pengarna","5.0"
"hemmet","1.0"
"lokalt","3.0"
"snar","1.0"
"uppger","1.0"
"villkorslösa","1.0"
"billigare?","1.0"
"premisser","1.0"
"producenterna","1.0"
"regera","1.0"
"myndighet","5.0"
"obligatorisk","2.0"
"höra","6.0"
"jobbat","3.0"
"siffror","1.0"
"rättssäkert","5.0"
"godkänt","1.0"
"riskera","1.0"
"jobbar","8.0"
"dagen","3.0"
"utforma","1.0"
"kallar","4.0"
"kallas","3.0"
"socialdemokratin","2.0"
"kallat","1.0"
"afrika","1.0"
"fungera","5.0"
"genväg","1.0"
"oecd-området","1.0"
"förhållanden","1.0"
"bekräftat","1.0"
"självförsörjningsgrad","1.0"
"bekämpningen","3.0"
"våtmarksmyggan","1.0"
"obligatoriskt","4.0"
"konkurrensutsätta","1.0"
"förmågan","1.0"
"rikard","4.0"
"6,4","1.0"
"möjligtvis","2.0"
"yttersta","2.0"
"skadeverkningar","1.0"
"independent","1.0"
"riksrevisionen","3.0"
"regionen","6.0"
"mjölken","1.0"
"smartare?","1.0"
"gmo","2.0"
"ansvar","29.0"
"villkor","3.0"
"förstärks","1.0"
"hårt","6.0"
"förmåga?","1.0"
"uppsala","11.0"
"dessa","37.0"
"bidraget","2.0"
"initiativ","6.0"
"tillväxten","2.0"
"långtidsutredningen","1.0"
"procent","13.0"
"60 000","1.0"
"stockholmsområdet","1.0"
"bidragen","1.0"
"lärarkårens","1.0"
"hört","3.0"
"veckor","3.0"
"enorm","1.0"
"förluster","1.0"
"flygplats","31.0"
"statskontorets","1.0"
"initierades","1.0"
"sett","13.0"
"förlustkalkyl","1.0"
"myndighets","1.0"
"jobbade","1.0"
"glädjande","1.0"
"5 000","5.0"
"radikalt","1.0"
"färjan","2.0"
"kunden","1.0"
"kulturanalys","1.0"
"kunder","2.0"
"beslut","12.0"
"regioner","1.0"
"god","3.0"
"hörs","1.0"
"agerande","7.0"
"lade","2.0"
"utför","1.0"
"jobben","5.0"
"upphandlingsunderlaget","1.0"
"regerar","1.0"
"kulturministern","11.0"
"förtätad","1.0"
"skolor","1.0"
"finanser","1.0"
"vidta","5.0"
"bondens","1.0"
"sälja","2.0"
"rubriker","1.0"
"dagar","1.0"
"givetvis","2.0"
"ambition","2.0"
"handelsgödselskatten","1.0"
"palestinier","1.0"
"lita","3.0"
"jihadister","1.0"
"kontroll","6.0"
"övergripande","1.0"
"lite","30.0"
"ekonomi","8.0"
"fryser","1.0"
"jobbet","3.0"
"redovisningen","1.0"
"par","4.0"
"emot","16.0"
"kombination","2.0"
"fiske","3.0"
"antyda","1.0"
"undergång","1.0"
"fiska","3.0"
"oroliga","3.0"
"bostadsbebyggelse","1.0"
"aktiva","1.0"
"analysen","1.0"
"verktyg","3.0"
"almegarapporten","1.0"
"gåvor","6.0"
"analyser","1.0"
"beskedet","3.0"
"ambassaden","3.0"
"höjningar","1.0"
"asylsökande","7.0"
"slutade","1.0"
"migrationsdomstolen","1.0"
"kommunikationer","2.0"
"forskarna","1.0"
"beskeden","1.0"
"kristdemokraten","1.0"
"skollagen","1.0"
"aktivt","2.0"
"styrelser","2.0"
"kvinnorna","1.0"
"kristdemokrater","1.0"
"arresterade","1.0"
"riksdagens","2.0"
"protesterat","1.0"
"regional","1.0"
"potatis","1.0"
"uppsagt","1.0"
"utvisas","2.0"
"bidrag","3.0"
"höjningen","1.0"
"hemland?","1.0"
"fatah","1.0"
"eu-direktiv","1.0"
"otvetydigt","1.0"
"rysslands","2.0"
"intäkter","4.0"
"utrustning","1.0"
"kärnkraftsreaktorer","1.0"
"käppar","1.0"
"statsrådet","26.0"
"ystads","3.0"
"förhandlingarna","1.0"
"gotland","2.0"
"felaktig","3.0"
"avseende","1.0"
"617","1.0"
"socialt","1.0"
"enköping","1.0"
"omvärldsläge","1.0"
"problematisera","2.0"
"trafikanter","1.0"
"innehåll","1.0"
"kartläggning","1.0"
"försommaren","1.0"
"sociala","3.0"
"vetenskapliga","6.0"
"bandet;","1.0"
"prövning","1.0"
"ramarna","1.0"
"säljs","1.0"
"spruckit","1.0"
"uppdagade","1.0"
"varsamma","1.0"
"haglö","1.0"
"alltför","1.0"
"ansåg","1.0"
"anländer","1.0"
"bortsett","1.0"
"löften","2.0"
"utse","3.0"
"köper","6.0"
"kvarvarande","1.0"
"bygden","1.0"
"dagens","4.0"
"branschorganisationer","1.0"
"historieböckerna","3.0"
"lagt","5.0"
"räddad","4.0"
"samordnare","2.0"
"etniska","1.0"
"per","11.0"
"flygplatserna","2.0"
"duktig","1.0"
"framtidskontrakt","1.0"
"period","2.0"
"tveksamhet","1.0"
"hänsyn","2.0"
"andras","1.0"
"syvende","1.0"
"böckerna","1.0"
"förlita","1.0"
"nämner","4.0"
"pratar","9.0"
"rådgivning","1.0"
"riksdagsledamöter","2.0"
"stängning","2.0"
"gud","1.0"
"integration","3.0"
"kriget","2.0"
"fungerar?","1.0"
"pratat","2.0"
"beredningen","1.0"
"trollslag","1.0"
"genomför","2.0"
"infinner","1.0"
"självklarhet","1.0"
"forskningsrapporter","1.0"
"avdelning","1.0"
"redovisas","2.0"
"regerings","1.0"
"tillsätta","3.0"
"folkhögskola","1.0"
"kommer","135.0"
"riksdagsledamot","1.0"
"modellen","2.0"
"ökar","3.0"
"oecd:s","1.0"
"ökat","11.0"
"balanserat","1.0"
"sagt:","1.0"
"domstolsprocess","1.0"
"violence","1.0"
"65?","1.0"
"tillsätts","1.0"
"faktiskt","10.0"
"ökad","1.0"
"statsminister?","1.0"
"fyller","1.0"
"riskerna","1.0"
"nämnde","5.0"
"mötte","1.0"
"stämmer","2.0"
"fonder","1.0"
"utgår","2.0"
"län","2.0"
"faktiska","2.0"
"lär","1.0"
"lät","1.0"
"makthavare","1.0"
"kulturdepartementet","4.0"
"säljas?","1.0"
"stycken","2.0"
"anställa","2.0"
"kännetecken","1.0"
"anställd","1.0"
"interpellanterna","1.0"
"djur","1.0"
"låg","4.0"
"bekämpningar","1.0"
"överlämnats","1.0"
"förtryck","1.0"
"bedrivas","1.0"
"konventionens","1.0"
"låt","11.0"
"motivationen","1.0"
"område?","1.0"
"absolut","5.0"
"normaliseringen","1.0"
"socialdemokrater","1.0"
"infrastrukturinvestering","1.0"
"socialdemokraten","1.0"
"konfliktmineraler","1.0"
"tagits","1.0"
"statsministern","4.0"
"klimatförändringarna","1.0"
"värderingar","1.0"
"godston","1.0"
"oklara","2.0"
"massa","1.0"
"offentliga","3.0"
"svårmanövrerat","1.0"
"förhålla","5.0"
"urval","1.0"
"sparsam","1.0"
"priset","3.0"
"priser","1.0"
"partiets","1.0"
"framgå","1.0"
"koll","2.0"
"extra","6.0"
"områden","15.0"
"land","9.0"
"visats","1.0"
"skull","2.0"
"utsattes","1.0"
"regionernas","1.0"
"anhållits","1.0"
"yttrande","1.0"
"alliansen","9.0"
"öppenhet","1.0"
"området","10.0"
"uttryck","4.0"
"skatteförhandlingarna","1.0"
"inget","7.0"
"pensionärers","1.0"
"ingen","20.0"
"90-talet","3.0"
"plo","1.0"
"srebrenica","1.0"
"året","10.0"
"ställningstaganden","2.0"
"fördjupad","1.0"
"aron","10.0"
"skrämmer","1.0"
"åren","4.0"
"ställningstagandet","1.0"
"likställt","1.0"
"pratade","5.0"
"angav","1.0"
"genererar","1.0"
"avsåg","1.0"
"bedriver","1.0"
"landet","25.0"
"mannar","1.0"
"träffade","1.0"
"verksamheten","5.0"
"amerikansk","1.0"
"aktörer?","1.0"
"allvarlig","1.0"
"verksamheter","2.0"
"skattesänkningar","2.0"
"kvalitet","3.0"
"aktuella","1.0"
"pmu","1.0"
"arabförbundet","1.0"
"bästa?","1.0"
"inflytande","2.0"
"frivillighet","1.0"
"hette","1.0"
"kommuner","12.0"
"givit","1.0"
"avsedda","2.0"
"mäns","1.0"
"polen:","1.0"
"projektet","3.0"
"kommunen","1.0"
"erikssons","1.0"
"rödgröna","7.0"
"medier","3.0"
"svenskar","1.0"
"bornholm:","1.0"
"rustar","1.0"
"insynsråd","2.0"
"riktvärden","3.0"
"varsamt","1.0"
"peka","1.0"
"ibland","4.0"
"hemslöjdsfrågor","1.0"
"lars","4.0"
"gallrat","1.0"
"statsbidraget","1.0"
"stanna","3.0"
"garantier","1.0"
"ängar","1.0"
"marus","3.0"
"konsekvenser","7.0"
"krigsförbrytartribunalen","1.0"
"palestinierna","1.0"
"rutiner","1.0"
"europas","1.0"
"varandra","2.0"
"invasionen","1.0"
"miljarder","2.0"
"varnar","3.0"
"lärarkåren","1.0"
"fyra","5.0"
"svåraste","1.0"
"tyglarna","1.0"
"uppmanats","1.0"
"ämnena","1.0"
"bygger</em>","1.0"
"anställningar","2.0"
"därmed","5.0"
"senaste","6.0"
"larsson","12.0"
"till","331.0"
"knappt","2.0"
"förutsättningar","2.0"
"hemifrån","1.0"
"incidenten","2.0"
"identifieras","2.0"
"lyckats","3.0"
"bäst","1.0"
"värst","1.0"
"fatta","2.0"
"incidenter","2.0"
"jämfört","1.0"
"fastställda","1.0"
"han","84.0"
"kort","4.0"
"infarterna","1.0"
"entréavgift","1.0"
"nederländska","1.0"
"har","493.0"
"utbildningsministern:","1.0"
"vore","21.0"
"landad","2.0"
"vrångstrupen","2.0"
"hälsa","1.0"
"bidrog","1.0"
"prövas","1.0"
"intressanta","2.0"
"pågå","1.0"
"menar","10.0"
"stått","1.0"
"24 000","1.0"
"skräck","1.0"
"parlament","1.0"
"mötas","1.0"
"strök","1.0"
"alltså","38.0"
"grymheter","2.0"
"harmoniserar","1.0"
"tända","1.0"
"folkmord","18.0"
"enas","2.0"
"juni?","1.0"
"</em><em>är","1.0"
"fördelningspolitiska","1.0"
"socialdemokraternas","2.0"
"misshandel","1.0"
"utbildningsministerns","1.0"
"repetitionsövningarna","1.0"
"ligga","2.0"
"vetenskap","5.0"
"enda","10.0"
"avhopp","1.0"
"kommit","9.0"
"råder","7.0"
"marginalskatt","1.0"
"stängas","1.0"
"flickor","6.0"
"tio?","2.0"
"skicklighet","1.0"
"beslutsfattare","1.0"
"projekten","1.0"
"ting","2.0"
"vederhäftig","1.0"
"veckan","2.0"
"jobbigt","1.0"
"socialdemokraterna?","1.0"
"musikhögskolor","1.0"
"fungerar","11.0"
"författandet","1.0"
"bygderna","1.0"
"fattigaste","1.0"
"spadarna","1.0"
"avslutningsvis:","1.0"
"medicinering","1.0"
"bekämpningskostnaden","1.0"
"vinster","2.0"
"kredit","1.0"
"avslutningsvis","2.0"
"granskning","4.0"
"förändringar","4.0"
"hotade","1.0"
"listan","2.0"
"stängde","1.0"
"korridorer","1.0"
"bångstyrig","1.0"
"förhandlingar","1.0"
"upphandlande","1.0"
"detaljstyra","3.0"
"program","1.0"
"snedvridande","1.0"
"branschmodeller","1.0"
"hel","2.0"
"tips","1.0"
"jobbkonsekvenserna","1.0"
"erforderlig","1.0"
"hen","2.0"
"stationer","1.0"
"hem","2.0"
"prata","3.0"
"normaliserar","1.0"
"het","1.0"
"svårare","2.0"
"ryska","1.0"
"satsningar?","1.0"
"slopa","1.0"
"irak","6.0"
"oss?","1.0"
"lindra","1.0"
"frågorna","1.0"
"möter","1.0"
"svårast","1.0"
"mötet","1.0"
"bostadsmiljöer","1.0"
"ramen","2.0"
"bidrar","1.0"
"regeringen?","1.0"
"förebild","2.0"
"dagsljus","1.0"
"tillfrisknande","1.0"
"sprider","2.0"
"jämställdhet","2.0"
"januari","11.0"
"karlskrona","1.0"
"kretsar","1.0"
"ambassadföreträdare","1.0"
"bönder","1.0"
"svensk","9.0"
"besök","1.0"
"samarbeta","1.0"
"förmågan?","1.0"
"sjunkit","1.0"
"utveckling","11.0"
"samarbete","5.0"
"efterlängtad","1.0"
"carlsson","1.0"
"då:","1.0"
"nyckeln","1.0"
"pelagiskt","1.0"
"läkemedel?","1.0"
"då?","1.0"
"medlemmar","6.0"
"kräver","5.0"
"poliser","1.0"
"sammanhanget","2.0"
"brukligt","1.0"
"sammanhangen","1.0"
"tillsatt","1.0"
"regeringens","19.0"
"150 000","1.0"
"kapital","1.0"
"upprörda","1.0"
"skollag","2.0"
"forskas","1.0"
"där","74.0"
"acceptabel","1.0"
"permanent","2.0"
"eu-kretsen","1.0"
"skolan","12.0"
"bakom","6.0"
"kommun","2.0"
"ståndpunkt","1.0"
"tillväxtskapande","1.0"
"namnet","1.0"
"detaljstyrt","1.0"
"iaea","1.0"
"östra","4.0"
"historieböckerna:","1.0"
"hälsofrågan","1.0"
"hit","1.0"
"praktisk","2.0"
"därute","1.0"
"tillstånd","3.0"
"sammanhang","2.0"
"feministisk","2.0"
"beredskapsövningar","1.0"
"kompromisser","1.0"
"tänka","10.0"
"fattats","1.0"
"sektor","7.0"
"punkterna","1.0"
"jämställdheten","1.0"
"tack","19.0"
"belysa","1.0"
"lön","1.0"
"förbättrar","1.0"
"ägda","1.0"
"påpekar","2.0"
"tänkt","5.0"
"påpekat","1.0"
"lämna","2.0"
"okej","5.0"
"filminstitutet","1.0"
"elektroniska","1.0"
"hjälpt","1.0"
"vuxna","1.0"
"underlättas","1.0"
"underlättar","1.0"
"bolag","9.0"
"desto","1.0"
"medvetet","1.0"
"dotterbolag","3.0"
"utses","2.0"
"förhållningssätt?","1.0"
"allmänheten","3.0"
"sänder","2.0"
"medveten","1.0"
"sätta","6.0"
"utformning","1.0"
"tidigt","2.0"
"länder","15.0"
"eventuellt","2.0"
"inriktning","1.0"
"hakade","1.0"
"motverkar","1.0"
"september","1.0"
"fängslades","1.0"
"frågestund:","1.0"
"förbättras","2.0"
"visade","1.0"
"presenteras","1.0"
"presenterat","1.0"
"sjukhusets","2.0"
"neddragningar","1.0"
"process","1.0"
"dystra","1.0"
"stärker","3.0"
"riskerar","4.0"
"chef","1.0"
"kalmar","1.0"
"alternativa","3.0"
"heter","1.0"
"demokratiska","3.0"
"hänvisar","3.0"
"danska","4.0"
"glad","10.0"
"alternativt","1.0"
"krigssituation","1.0"
"resurser","8.0"
"arenor","1.0"
"känsla","1.0"
"sekund","1.0"
"insikten","1.0"
"närmaste","1.0"
"insikter","1.0"
"demonstrationståg","1.0"
"orsakat","1.0"
"ljuset","1.0"
"läkemedelsfrågor","1.0"
"infrastrukturfrågor","2.0"
"noterar","3.0"
"nyanlända","4.0"
"noterat","1.0"
"skicka","2.0"
"skatten","3.0"
"riktningar","1.0"
"skatter","5.0"
"otrolig","1.0"
"kompetenta","1.0"
"konkurrenslagstiftningen","1.0"
"allvarliga","3.0"
"därifrån","1.0"
"sverige","85.0"
"försenade","1.0"
"annan","21.0"
"fick","16.0"
"förtydligande","2.0"
"hon","27.0"
"trumpeterna","1.0"
"invånare","3.0"
"selektiva","3.0"
"hot","1.0"
"hjälpa","9.0"
"olyckligt","4.0"
"hos","10.0"
"moraliska","1.0"
"resultatet","1.0"
"betydande","4.0"
"tidningen","3.0"
"respektive","2.0"
"delvis","6.0"
"skäl","2.0"
"peter","1.0"
"näringsfientlig","1.0"
"spara","2.0"
"svikit","1.0"
"annat","34.0"
"avfolkas","1.0"
"reformeras","1.0"
"också","102.0"
"försvarsmaktsövning","1.0"
"värda","1.0"
"kallade","2.0"
"arbetstillfälle","1.0"
"maktens","2.0"
"avgörande","1.0"
"rusningstid","1.0"
"marginalskatterna","6.0"
"värde","2.0"
"världens","1.0"
"reformerad","1.0"
"försvarsminister","1.0"
"siffra","1.0"
"erkännande","2.0"
"schibbye","1.0"
"fladdermusholkar","1.0"
"uppsåtligen","1.0"
"angreps","1.0"
"hyllningsreportage","1.0"
"borgerliga","1.0"
"sjukvårdspersonal","3.0"
"myndigheter","5.0"
"20 000","1.0"
"riksförbundet","1.0"
"myndigheten","8.0"
"statsstödsregler","1.0"
"granskningen","1.0"
"tala","7.0"
"absurd","1.0"
"bornholmare","1.0"
"innebar","2.0"
"demokratirörelsen","3.0"
"väcktes","1.0"
"borgerligt","1.0"
"deltidsanställda","1.0"
"ägna","1.0"
"utvecklingsarbete","1.0"
"tusen","2.0"
"homeopatiska","1.0"
"övertygelse","1.0"
"planet","1.0"
"planer","5.0"
"2000","3.0"
"både","17.0"
"lösning","9.0"
"planen","1.0"
"hedersrelaterade","1.0"
"gemensamt","3.0"
"ljus","1.0"
"språkanalytikern","1.0"
"båda","4.0"
"vilseledda","1.0"
"vision","1.0"
"besökte","3.0"
"flygvapnet","1.0"
"stadigt","1.0"
"vilar","1.0"
"företagsklimat","2.0"
"2012","2.0"
"tidningar","1.0"
"2010","5.0"
"individer","1.0"
"individen","2.0"
"tolkning","1.0"
"infrastrukturen","2.0"
"2008","1.0"
"2007","1.0"
"skickas","1.0"
"2006","2.0"
"linköping","5.0"
"nödvändighet","1.0"
"2005","1.0"
"trakasserier","2.0"
"skickat","1.0"
"2004","1.0"
"2003","1.0"
"förkunskaper","1.0"
"tror","51.0"
"2002","2.0"
"akademin","1.0"
"bland","23.0"
"maria","1.0"
"inaktivitet","1.0"
"stramar","1.0"
"just","33.0"
"våldtäkter","1.0"
"sviker","1.0"
"redogörs","1.0"
"området?","2.0"
"eu-sammanhang","1.0"
"gammal","1.0"
"2022","2.0"
"tillbaka","9.0"
"2020","1.0"
"kubanernas","1.0"
"trumpeter","1.0"
"företagarna","1.0"
"experter","1.0"
"2018","1.0"
"kommunistpartiet","1.0"
"material","1.0"
"känslan","1.0"
"2015","9.0"
"2014","5.0"
"2013","3.0"
"intolerans","1.0"
"president","1.0"
"soldater","10.0"
"departement","3.0"
"hur","119.0"
"vänstermanér","1.0"
"ledarna","1.0"
"hus","2.0"
"tvång","3.0"
"hellre","1.0"
"interpellationsdebatter","2.0"
"läkare","3.0"
"resans","1.0"
"granskningar","1.0"
"2030","1.0"
"interpellationssvaret","3.0"
"interpellationsdebatten","5.0"
"förståelse","3.0"
"2025","1.0"
"2024","1.0"
"uppmanar","1.0"
"böcker","1.0"
"högstadieelever","2.0"
"testerna","2.0"
"inrikesflyget","1.0"
"upphandlingen","1.0"
"tillförs","1.0"
"påtryckning","1.0"
"bottennivåer","1.0"
"riktvärdena","2.0"
"redovisa","1.0"
"vänsterpartiet","5.0"
"uppenbar","1.0"
"institutioner","2.0"
"språkanalyserna","5.0"
"besluten?","1.0"
"män","5.0"
"kvinnors","1.0"
"kämpar","2.0"
"uppenbarligen","4.0"
"gärna","11.0"
"momsen","1.0"
"verksamheters","1.0"
"<em>uppdrag","3.0"
"syrianer","1.0"
"viktiga","19.0"
"sjukvårdskompetens?","1.0"
"hårdare","3.0"
"klarlagt","1.0"
"beredskapen","1.0"
"tidsgränser","1.0"
"någonsin","6.0"
"flesta","5.0"
"läkemedel","4.0"
"tillföra","1.0"
"konfiskerats","1.0"
"trampar","1.0"
"mål","1.0"
"mån","3.0"
"t</em><em>a","1.0"
"följd","1.0"
"nyss","1.0"
"förändra","4.0"
"viktigt","51.0"
"följa","15.0"
"naturreservat","1.0"
"värna","1.0"
"dagarna","4.0"
"bandet","1.0"
"mekanismer","1.0"
"positiva","2.0"
"följt","6.0"
"bevis","1.0"
"penningbristen","2.0"
"insåg","3.0"
"följs","1.0"
"införlivande","1.0"
"kärnverksamhet","1.0"
"undersökning","3.0"
"hopp","1.0"
"priserna","1.0"
"områdena","3.0"
"botten","4.0"
"hyckleri","1.0"
"uppfattat","1.0"
"uppfattar","1.0"
"nonsens","1.0"
"centraliserad","1.0"
"värnar","2.0"
"branscher","2.0"
"städer","2.0"
"vetenskapen","1.0"
"branschen","10.0"
"levererar","1.0"
"levererat","1.0"
"lagts","1.0"
"viktigare","3.0"
"grönt","1.0"
"död","3.0"
"värld","1.0"
"centraliserat","1.0"
"kammaren","3.0"
"fina","4.0"
"försöka","4.0"
"hanteringen","1.0"
"uppseendeväckande","1.0"
"orsaken","2.0"
"flygplats?","1.0"
"vilka","22.0"
"områden?","1.0"
"vilja","22.0"
"regelverket","2.0"
"dör","1.0"
"filt","1.0"
"utsträckning","2.0"
"upprätta","1.0"
"film","1.0"
"försökt","2.0"
"letar","4.0"
"myggfrågan","1.0"
"professor","1.0"
"deras","8.0"
"stockholmsregion","1.0"
"samband","4.0"
"mittåt","1.0"
"inrymma","1.0"
"nytt","2.0"
"satsats","1.0"
"konkurrenskraften","2.0"
"3 miljarder","1.0"
"definitivt","3.0"
"regeringspolitiker","1.0"
"konstatera","6.0"
"astra","1.0"
"analytiker","1.0"
"alliansföreträdare","1.0"
"överraskande","1.0"
"pendla","1.0"
"begrava","2.0"
"sådana","13.0"
"kristdemokrat","1.0"
"fram","33.0"
"utformas","1.0"
"mest","5.0"
"efterföljande","1.0"
"sådant","6.0"
"timmen","1.0"
"bekräftelse","1.0"
"halverat","1.0"
"säkra","2.0"
"svikna","1.0"
"abbas","1.0"
"ubåtar","2.0"
"bete","2.0"
"arbetsmetoder.</em>","1.0"
"ögonen","1.0"
"matchningen","1.0"
"rättssystemet","2.0"
"ville","5.0"
"fint","2.0"
"processen","4.0"
"12 ½","1.0"
"finansieringen","4.0"
"genuint","1.0"
"förtroendefråga","1.0"
"lindholm","1.0"
"påtvinga","1.0"
"fundera","4.0"
"reklammarknad","1.0"
"mera","1.0"
"rättviseförmedlingen?","1.0"
"förhandlat","1.0"
"kulturarvet","2.0"
"förhandlar","1.0"
"uttala","1.0"
"utpekad","1.0"
"läggas","1.0"
"lämnats","1.0"
"miljöpartiets","1.0"
"beklagar","1.0"
"liksom","4.0"
"anslaget","1.0"
"motsvara","1.0"
"ledaren","1.0"
"utbult","1.0"
"inlägg","6.0"
"medfinansieringen","1.0"
"mycket","60.0"
"upplevt","1.0"
"näppe","1.0"
"krigsplacerade","2.0"
"beskriva","3.0"
"elefanten","1.0"
"föregående","1.0"
"tyskland","1.0"
"förbindelse","1.0"
"timmar","1.0"
"överklaga","1.0"
"bett","2.0"
"uppleva","2.0"
"regeringsförklaringen","2.0"
"barnvagn","1.0"
"koldioxidutsläpp","1.0"
"ansett","2.0"
"momsintäkter","1.0"
"mängd","1.0"
"komplettera","2.0"
"återinföra","1.0"
"utökar","1.0"
"kompetenser","1.0"
"tolkningar","1.0"
"tappa","1.0"
"insulin","1.0"
"partierna","1.0"
"allvar","8.0"
"oroar","2.0"
"överens?","1.0"
"fasta","3.0"
"framtida","3.0"
"gamla","3.0"
"avtalet","1.0"
"språkanalyser","8.0"
"ställa","12.0"
"bröder","1.0"
"fred","4.0"
"möts","1.0"
"kränkningen","1.0"
"ändringar","3.0"
"oroad","1.0"
"språkanalysen","1.0"
"brasilien","1.0"
"kraftfullt","1.0"
"myndigheterna","2.0"
"uppmärksammats","1.0"
"mjölkbönderna","2.0"
"ställe","1.0"
"bornholmska","1.0"
"utbetalningar","3.0"
"kvalitetskrav","2.0"
"drygt","1.0"
"möte","4.0"
"ambitioner","2.0"
"krigsförbrytelser","1.0"
"fisk","7.0"
"beredningskrav","1.0"
"ambitionen","2.0"
"står","20.0"
"ställt","4.0"
"ställs","1.0"
"majoritetens","1.0"
"riktig","1.0"
"kompetensen","2.0"
"överlåtit","1.0"
"uppfylla","1.0"
"läromedlet","1.0"
"snabba","3.0"
"regelbundet","1.0"
"bjuder","1.0"
"poängen","1.0"
"resenärer","3.0"
"bekämpa","2.0"
"perfekt","1.0"
"lägger","7.0"
"kerstin","1.0"
"riktas","2.0"
"företagarna?","1.0"
"gärningar","1.0"
"beröm","1.0"
"fast:","1.0"
"bekämpning","3.0"
"tydliga","5.0"
"fortsätta","12.0"
"positivt","3.0"
"flygplatser;","1.0"
"sysselsättningen","1.0"
"norska","3.0"
"lagstifta","1.0"
"berör","3.0"
"betalar","3.0"
"betalas","1.0"
"betalat","1.0"
"högre","9.0"
"anställda?","1.0"
"tydligt","7.0"
"problematiskt","3.0"
"blockering","1.0"
"företagarnas","1.0"
"prisdumpning","1.0"
"reaktioner","3.0"
"riket","1.0"
"städbolag","1.0"
"palestina","10.0"
"föreslog","1.0"
"åtminstone","3.0"
"höjdes","1.0"
"försvarsmaktens","7.0"
"ligger","9.0"
"samordnade","1.0"
"regim","2.0"
"diktera","1.0"
"beskrivs","1.0"
"buller?","1.0"
"fria","1.0"
"fritid","1.0"
"ställning","3.0"
"kanonerna","2.0"
"guld","1.0"
"hagar","1.0"
"modifiera","1.0"
"tråkigt","1.0"
"definition","1.0"
"företagsamhet?","1.0"
"planskedet","1.0"
"svaghet","1.0"
"kristdemokratisk","1.0"
"projekterats","1.0"
"asyl","1.0"
"spridning","1.0"
"mattebok","1.0"
"gmo-produkter","4.0"
"gjort","15.0"
"stannar","3.0"
"eftersom","19.0"
"väg","15.0"
"konkurrenslagstiftning","1.0"
"läromedlen","1.0"
"förhoppningsvis","1.0"
"återstår","1.0"
"väl","19.0"
"skattetrycket","1.0"
"vän","1.0"
"ordning","3.0"
"halvera","5.0"
"elevhälsan","2.0"
"stimulerar","1.0"
"relevanta","2.0"
"marginalskatten","1.0"
"airport</em>","1.0"
"politik","3.0"
"gille","1.0"
"vår","15.0"
"försvara","3.0"
"johansson","2.0"
"önskvärt","1.0"
"arbetslivet","2.0"
"lämpligt","1.0"
"förtätningen","1.0"
"järnvägar","2.0"
"fokus","8.0"
"produceras","2.0"
"dyrare","2.0"
"fredssamtal","1.0"
"producerar","2.0"
"förmår","3.0"
"metoderna","3.0"
"300 000","1.0"
"oavsett","4.0"
"åker","4.0"
"förmån","1.0"
"unhcr","1.0"
"blivit","8.0"
"turismen","1.0"
"landets","8.0"
"risken","2.0"
"terroristorganisation","1.0"
"landet?","1.0"
"fruktansvärda","3.0"
"intresseyttring","1.0"
"verklighetens","1.0"
"språkanalys","3.0"
"villkoren","2.0"
"ingång","1.0"
"inkomstskattehöjningar","1.0"
"fall","31.0"
"grupper","2.0"
"säker","3.0"
"gruppen","6.0"
"tillsynsärenden","1.0"
"tydlig","8.0"
"kopplingen","1.0"
"huruvida","1.0"
"foten","2.0"
"vidareförmedla","1.0"
"ensamstående","1.0"
"användningen","1.0"
"idrottsorganisationer","1.0"
"oscarsson","3.0"
"snabbt","8.0"
"mjölkproducenter","1.0"
"glänt","1.0"
"fotgängare","1.0"
"runt","14.0"
"utvecklingsländer","1.0"
"subventioneras","1.0"
